day,osr,asr,psr,meanSur,numOff,femalePC,malePC,preference,ornaments,popSize,mateMale,mateFemale,careMale,careFemale,recoMale,recoFemale,juvMale,juvFemale
7505000,0.0537709,0.491832,0.375,0.0361446,3,3.0221,17.0968,0,0,4028,103,1345,1439,242,415,433,20,31
7510000,0.0540541,0.498709,0.466667,0.0506329,4,3.00658,17.0362,0,0,3950,83,1263,1416,250,433,429,38,38
7515000,0.0628887,0.487817,0.426667,0.0632911,5,2.9756,17.1434,0,0,4017,80,1335,1439,231,403,453,33,43
7520000,0.0605381,0.495601,0.567164,0.0229885,2,2.96386,17.2006,0,0,3818,67,1265,1407,223,385,402,39,30
7525000,0.0615616,0.508418,0.506024,0.0526316,4,2.91889,17.2009,0,0,4007,72,1256,1491,260,431,417,43,37
7530000,0.0533729,0.496289,0.526316,0.0263158,2,2.79955,17.2161,0,0,3966,89,1290,1440,234,412,445,29,27
7535000,0.0603514,0.502103,0.492958,0.084507,6,2.83054,17.1808,0,0,3877,99,1243,1416,232,396,419,35,37
7540000,0.066482,0.495217,0.478873,0.0574713,5,2.83803,17.1372,0,0,4044,92,1348,1462,239,412,419,38,34
7545000,0.0640162,0.486108,0.394737,0.0344828,3,2.92048,17.1008,0,0,3999,83,1370,1409,247,416,402,29,43
7550000,0.0597552,0.493904,0.408163,0.05,4,2.81767,17.0617,0,0,3905,80,1311,1415,210,410,432,20,27
7555000,0.0607815,0.492965,0.395833,0.0506329,4,2.80787,17.0172,0,0,3888,94,1309,1421,236,376,401,23,28
7560000,0.0668966,0.4941,0.518987,0.0394737,3,2.82923,17.0062,0,0,4058,89,1350,1435,251,441,418,39,35
7565000,0.0616288,0.497837,0.478261,0.0240964,2,2.82066,16.9655,0,0,3998,91,1293,1460,246,405,435,33,35
7570000,0.0557164,0.504006,0.560606,0,0,2.80725,16.9325,0,0,4057,90,1318,1465,203,460,459,34,28
7575000,0.0592857,0.505214,0.483871,0.0471698,5,2.8313,16.9447,0,0,4090,87,1317,1504,229,441,447,34,31
7580000,0.0607692,0.506681,0.580645,0.0485437,5,2.90804,16.9992,0,0,3882,75,1230,1428,253,431,399,38,28
7585000,0.0626888,0.512995,0.508197,0.060241,5,2.87823,16.997,0,0,4024,87,1246,1492,243,454,438,31,33
7590000,0.0615276,0.494238,0.466667,0.0365854,3,2.9211,16.9841,0,0,3967,86,1331,1404,255,441,390,28,32
7595000,0.0702364,0.497521,0.5375,0,0,2.93966,16.9217,0,0,4110,103,1326,1451,254,452,447,41,36
7600000,0.0655052,0.498049,0.457143,0.047619,4,2.94269,16.8635,0,0,4170,91,1357,1489,270,460,431,32,40
7605000,0.058104,0.498817,0.536232,0.0113636,1,2.84655,16.8561,0,0,3871,82,1246,1422,249,395,412,35,30
7610000,0.0624561,0.489144,0.531646,0.0365854,3,2.85457,16.8138,0,0,3995,70,1321,1410,244,436,434,43,37
7615000,0.0615034,0.507486,0.564516,0.0769231,6,2.77645,16.7379,0,0,3941,93,1246,1439,231,434,433,38,27
7620000,0.0708155,0.495522,0.474576,0.0606061,4,2.79705,16.7346,0,0,3858,81,1294,1381,219,419,404,28,32
7625000,0.0526316,0.498083,0.5,0.0123457,1,2.85273,16.711,0,0,3979,94,1302,1421,213,432,450,33,34
7630000,0.0554765,0.491815,0.442308,0.025974,2,2.89158,16.6571,0,0,4086,98,1338,1454,244,431,468,23,30
7635000,0.0632054,0.507704,0.61039,0,0,2.91752,16.6247,0,0,4098,99,1265,1506,233,442,480,43,30
7640000,0.0643777,0.494357,0.461538,0.0694444,5,2.9582,16.6253,0,0,4067,78,1328,1470,259,424,432,36,40
7645000,0.0659091,0.494235,0.546667,0.0684932,5,2.98279,16.5946,0,0,3892,74,1226,1396,266,415,438,41,36
7650000,0.0654206,0.497505,0.48,0.0105263,1,2.97354,16.6771,0,0,4082,71,1293,1468,254,454,467,35,40
7655000,0.0715339,0.498358,0.463768,0.0263158,2,3.02112,16.6861,0,0,4024,80,1273,1472,277,416,438,32,36
7660000,0.0585997,0.502298,0.512195,0.05,5,3.03673,16.7154,0,0,4002,80,1251,1469,250,419,451,41,41
7665000,0.0652341,0.511551,0.53125,0.0384615,3,3.04824,16.7078,0,0,4001,102,1218,1454,249,457,454,36,31
7670000,0.0688872,0.515334,0.57377,0.0348837,3,3.03366,16.695,0,0,4040,88,1227,1526,255,435,446,37,26
7675000,0.0706134,0.498855,0.507937,0.018018,2,3.02956,16.7077,0,0,3992,96,1292,1445,276,422,401,30,30
7680000,0.0747734,0.505483,0.454545,0.1,9,3.05387,16.6936,0,0,3991,90,1213,1480,272,413,452,34,37
7685000,0.0719373,0.49008,0.424658,0.0481928,4,3.07986,16.6755,0,0,3957,104,1298,1405,276,395,406,30,43
7690000,0.0694645,0.500615,0.508475,0.0487805,4,3.18627,16.6517,0,0,4123,104,1280,1465,288,465,462,29,30
7695000,0.0760095,0.506537,0.442857,0.0125,1,3.20287,16.651,0,0,3968,79,1161,1474,298,422,468,29,37
7700000,0.070443,0.4966,0.433962,0.0348837,3,3.19528,16.7133,0,0,4025,79,1283,1457,274,435,444,25,28
7705000,0.0628196,0.4995,0.525424,0.0108696,1,3.16232,16.6904,0,0,4060,87,1279,1455,269,456,456,30,28
7710000,0.0618019,0.502921,0.533333,0.0506329,4,3.05885,16.5953,0,0,4010,99,1278,1445,251,436,426,41,34
7715000,0.0634072,0.498294,0.507042,0.0142857,1,3.08153,16.5694,0,0,3876,84,1229,1392,275,420,406,34,36
7720000,0.0688666,0.490485,0.444444,0.0430108,4,3.1151,16.5456,0,0,4014,79,1310,1424,278,431,418,33,41
7725000,0.0598227,0.500882,0.528302,0.0322581,3,3.12783,16.5519,0,0,4021,111,1283,1458,252,420,444,27,26
7730000,0.0545321,0.489854,0.3125,0.0408163,4,3.04822,16.6256,0,0,3961,88,1298,1402,247,417,444,21,44
7735000,0.0631944,0.489888,0.457143,0.032967,3,3.05031,16.6726,0,0,4075,85,1345,1420,270,461,426,28,40
7740000,0.0613973,0.489604,0.609375,0.012987,1,2.97585,16.7072,0,0,4099,88,1330,1479,282,410,449,39,22
7745000,0.0430791,0.490061,0.440678,0.018018,2,2.90535,16.6638,0,0,3983,90,1376,1392,235,446,389,22,33
7750000,0.0644444,0.508631,0.508475,0.0181818,2,2.89711,16.6129,0,0,4053,94,1259,1479,241,459,463,29,29
7755000,0.0717949,0.493108,0.474576,0.0697674,6,2.92085,16.7049,0,0,3904,86,1273,1400,243,407,435,30,30
7760000,0.0570613,0.48957,0.375,0.025641,2,2.91719,16.6789,0,0,3949,77,1349,1389,209,436,426,25,38
7765000,0.0688172,0.494517,0.539683,0.0123457,1,2.90987,16.6598,0,0,3983,95,1283,1435,240,412,461,31,26
7770000,0.0867614,0.509784,0.542857,0.03125,3,2.8665,16.6589,0,0,3955,84,1195,1474,267,423,444,39,29
7775000,0.069477,0.510986,0.535714,0.0106383,1,2.97499,16.6302,0,0,3999,101,1187,1456,260,445,469,44,37
7780000,0.0625,0.495274,0.384615,0.0405405,3,2.95984,16.6205,0,0,4084,101,1338,1428,247,464,442,23,41
7785000,0.0719002,0.497475,0.485714,0.0322581,3,2.92105,16.6455,0,0,4028,88,1284,1500,263,380,441,35,37
7790000,0.0608696,0.493927,0.428571,0.049505,5,2.97506,16.6392,0,0,4010,68,1296,1447,261,435,445,27,31
7795000,0.0576194,0.503548,0.589744,0.0430108,4,3.04351,16.6248,0,0,4022,86,1253,1445,241,456,462,43,36
7800000,0.0736023,0.492765,0.426471,0.0121951,1,2.9078,16.5707,0,0,3937,94,1287,1386,253,426,425,28,38
7805000,0.0554723,0.493985,0.469136,0.0454545,3,2.87673,16.5174,0,0,3902,84,1265,1386,219,416,451,40,41
7810000,0.0696692,0.501115,0.533333,0.0326087,3,2.9153,16.4289,0,0,4097,96,1317,1451,277,475,418,33,30
7815000,0.0652174,0.505596,0.444444,0.0373832,4,2.85994,16.4403,0,0,4084,125,1296,1453,248,454,446,29,33
7820000,0.0610632,0.500126,0.534483,0.0116279,1,2.89384,16.4687,0,0,4041,115,1304,1451,249,429,438,27,28
7825000,0.0518732,0.489287,0.555556,0.019802,2,2.93294,16.3972,0,0,4086,99,1343,1419,237,447,470,40,31
7830000,0.0800582,0.502055,0.46875,0.0804598,7,2.93254,16.4171,0,0,3958,90,1238,1443,266,419,435,34,33
7835000,0.071582,0.489727,0.634615,0,0,2.84886,16.4075,0,0,3897,89,1282,1371,251,425,430,31,18
7840000,0.0655859,0.500254,0.5,0.0136986,1,2.91175,16.4805,0,0,4000,81,1267,1487,254,404,448,30,29
7845000,0.0654676,0.492564,0.333333,0.03125,3,2.92399,16.5205,0,0,3973,70,1297,1416,255,434,428,24,49
7850000,0.0649536,0.487963,0.446154,0.0465116,4,2.92826,16.5251,0,0,3931,106,1294,1365,247,415,438,31,35
7855000,0.053701,0.497997,0.393443,0.0493827,4,2.90947,16.4911,0,0,4054,89,1307,1435,221,465,474,24,39
7860000,0.0609756,0.497364,0.477612,0.0289855,2,2.87633,16.4631,0,0,4051,99,1312,1405,251,478,438,32,36
7865000,0.0697134,0.504094,0.368421,0.0444444,4,2.99041,16.4955,0,0,3964,84,1211,1422,276,461,453,23,34
7870000,0.0728929,0.516945,0.444444,0.0232558,2,3.01858,16.4949,0,0,4144,104,1248,1564,288,437,433,33,37
7875000,0.065,0.495516,0.515152,0.02,2,3.05395,16.5101,0,0,4078,90,1297,1431,281,471,444,32,32
7880000,0.0732791,0.496806,0.333333,0.0379747,3,3.07068,16.5363,0,0,3990,97,1233,1435,283,412,450,28,52
7885000,0.0800288,0.500745,0.534247,0.0555556,6,3.0551,16.6024,0,0,4102,83,1266,1484,296,450,448,40,35
7890000,0.0626781,0.494693,0.486842,0.0689655,6,3.06391,16.6234,0,0,3943,83,1307,1398,240,432,409,34,40
7895000,0.0660793,0.506039,0.378788,0.0697674,6,3.11106,16.6229,0,0,4124,108,1274,1507,270,437,460,28,40
7900000,0.0572879,0.498394,0.393443,0.0319149,3,3.1232,16.599,0,0,4107,84,1314,1485,271,447,443,27,36
7905000,0.0691412,0.500742,0.410714,0.0222222,2,3.14882,16.5865,0,0,4099,102,1270,1494,298,429,449,24,33
7910000,0.0780287,0.493658,0.484848,0.0352941,3,3.12521,16.5948,0,0,4089,99,1325,1444,290,444,420,31,36
7915000,0.0636566,0.49179,0.538462,0.0444444,4,3.07355,16.5746,0,0,3902,78,1250,1364,255,444,443,37,31
7920000,0.063135,0.49805,0.557143,0.0864198,7,3.00153,16.5761,0,0,3921,111,1274,1383,249,424,410,40,30
7925000,0.0602322,0.491156,0.545455,0.0222222,2,3.0722,16.5563,0,0,3989,86,1293,1379,247,453,448,45,38
7930000,0.062591,0.492708,0.573529,0.015625,1,3.09252,16.6007,0,0,3902,95,1267,1361,245,435,433,37,29
7935000,0.0651163,0.499869,0.471429,0.0425532,4,3.14762,16.6105,0,0,3902,70,1210,1428,280,419,424,33,38
7940000,0.0685544,0.503631,0.522388,0.0430108,4,3.17718,16.5764,0,0,4058,97,1256,1489,271,424,453,34,34
7945000,0.0674663,0.510705,0.6,0.0315789,3,3.13824,16.4898,0,0,4210,78,1255,1552,290,491,488,32,24
7950000,0.0609398,0.501745,0.592105,0.0340909,3,3.16023,16.4993,0,0,4088,99,1290,1436,258,478,452,43,32
7955000,0.0713256,0.504636,0.603175,0.010989,1,3.10512,16.4708,0,0,4157,95,1282,1512,288,460,460,36,24
7960000,0.052356,0.501863,0.5,0.0588235,6,3.1808,16.5886,0,0,4093,82,1292,1466,252,471,462,34,34
7965000,0.0683477,0.486935,0.5,0.0609756,5,3.15751,16.6081,0,0,4152,97,1385,1450,280,446,434,29,31
7970000,0.055136,0.49669,0.459459,0.0609756,5,3.198,16.5975,0,0,4000,93,1267,1420,254,440,453,30,43
7975000,0.0707148,0.501026,0.529412,0.115942,8,3.08184,16.5424,0,0,3971,78,1200,1469,265,407,481,37,34
7980000,0.065678,0.493192,0.468354,0.0375,3,3.12364,16.541,0,0,4044,76,1308,1418,257,459,445,38,43
7985000,0.0549699,0.492954,0.607843,0.0322581,3,3.07632,16.4249,0,0,3813,89,1263,1353,225,412,419,30,22
7990000,0.0535714,0.485612,0.4,0.0289855,2,3.10148,16.4009,0,0,3981,99,1340,1384,230,424,449,22,33
7995000,0.0738806,0.508342,0.546875,0.0631579,6,3.05071,16.3758,0,0,4023,73,1229,1470,260,469,455,36,31
8000000,0.0716796,0.502743,0.53125,0.0107527,1,2.8932,16.4358,0,0,4073,101,1306,1468,257,446,433,34,28
8005000,0.0718391,0.503602,0.5,0.0510204,5,2.92411,16.4378,0,0,4098,104,1287,1478,262,444,450,38,35
8010000,0.0626866,0.497073,0.55,0.0361446,3,2.96566,16.4064,0,0,3989,92,1260,1437,248,426,467,32,27
8015000,0.0592011,0.505043,0.546875,0.0588235,5,2.95319,16.4532,0,0,4230,90,1342,1560,256,453,465,36,28
8020000,0.0778354,0.507789,0.545455,0.0212766,2,2.92112,16.441,0,0,4057,92,1244,1489,288,441,427,41,35
8025000,0.0564972,0.495872,0.552239,0.0128205,1,2.88134,16.5039,0,0,4062,83,1345,1448,242,451,426,37,30
8030000,0.0705795,0.504673,0.671875,0.0315789,3,2.88314,16.4754,0,0,4022,74,1262,1481,259,443,440,41,22
8035000,0.0511727,0.496035,0.324675,0,0,2.79362,16.4976,0,0,3983,110,1351,1378,197,449,423,25,50
8040000,0.0534296,0.498014,0.506667,0.0416667,4,2.78227,16.6369,0,0,4106,84,1315,1478,257,446,451,36,39
8045000,0.0555985,0.503243,0.465517,0.0258621,3,2.82959,16.7108,0,0,3914,80,1238,1418,229,445,449,26,29
8050000,0.0590015,0.502943,0.5,0.0588235,5,2.85245,16.7199,0,0,3985,84,1251,1448,256,436,435,36,39
8055000,0.0712711,0.504206,0.491228,0.0705882,6,2.91391,16.745,0,0,3984,88,1251,1448,238,443,454,30,32
8060000,0.0584462,0.496432,0.365079,0.0315789,3,2.87462,16.7505,0,0,3988,85,1321,1434,250,429,405,22,42
8065000,0.0594059,0.496837,0.569231,0.0659341,6,2.76981,16.6965,0,0,3862,100,1231,1381,228,405,449,40,28
8070000,0.0448399,0.479343,0.492308,0.0375,3,2.72318,16.6758,0,0,3840,74,1366,1328,205,409,395,30,33
8075000,0.0764749,0.503988,0.559322,0.0319149,3,2.76305,16.7197,0,0,3946,99,1248,1447,247,414,432,32,27
8080000,0.0569343,0.492055,0.508475,0.0348837,3,2.95405,16.844,0,0,3961,81,1308,1413,247,427,428,30,27
8085000,0.0601783,0.499738,0.514286,0.0487805,4,3.01309,16.804,0,0,3897,75,1274,1400,226,435,414,38,35
8090000,0.070922,0.49925,0.519481,0.0555556,5,3.0292,16.7888,0,0,4076,76,1291,1461,263,462,448,37,38
8095000,0.067287,0.497736,0.526316,0.0140845,1,3.05878,16.8271,0,0,4032,97,1286,1460,264,420,449,30,26
8100000,0.0621547,0.484887,0.590164,0.0128205,1,3.01465,16.8572,0,0,4026,101,1362,1433,236,387,450,34,23
8105000,0.0648012,0.501735,0.546875,0.0315789,3,3.02635,16.8797,0,0,4098,84,1281,1483,273,460,454,33,30
8110000,0.0620043,0.499628,0.52,0.0449438,4,3.03069,16.8477,0,0,4105,94,1299,1457,267,462,450,39,37
8115000,0.0663228,0.504317,0.507246,0.0114943,1,2.94505,16.6861,0,0,4004,81,1255,1440,253,466,443,33,33
8120000,0.0640543,0.497622,0.421053,0.0357143,3,2.97527,16.6769,0,0,3841,82,1246,1358,230,442,425,25,33
8125000,0.0758123,0.504558,0.461538,0.0547945,4,2.99176,16.7628,0,0,4127,98,1279,1517,264,432,469,32,36
8130000,0.0625455,0.499623,0.421053,0.04,4,3.07004,16.674,0,0,4055,105,1290,1402,268,481,435,32,42
8135000,0.0596125,0.500387,0.351852,0.0454545,4,3.0112,16.7208,0,0,3929,93,1277,1407,241,439,418,22,32
8140000,0.0449358,0.492608,0.575342,0.0519481,4,3.06986,16.7865,0,0,4065,105,1353,1444,225,419,448,41,30
8145000,0.0713287,0.494461,0.538462,0.0121951,1,3.0614,16.9078,0,0,4023,73,1304,1452,281,438,423,28,24
8150000,0.0630631,0.502915,0.656716,0.0776699,8,2.98456,16.94,0,0,4016,78,1246,1461,279,442,437,46,27
8155000,0.0610399,0.498839,0.490196,0.0454545,4,3.00357,16.8872,0,0,3926,87,1242,1435,255,410,442,29,26
8160000,0.0580789,0.503566,0.454545,0.027027,2,3.00325,16.8331,0,0,4002,95,1281,1466,235,417,435,33,40
8165000,0.0641312,0.50293,0.402985,0.0470588,4,3.10496,16.7791,0,0,3992,93,1246,1464,274,418,435,26,36
8170000,0.0581062,0.495376,0.482143,0.0571429,4,3.11333,16.7556,0,0,4059,87,1316,1444,265,451,437,28,31
8175000,0.0581062,0.48249,0.476923,0.0285714,3,3.04619,16.8155,0,0,3919,87,1323,1364,253,411,420,29,32
8180000,0.0649547,0.497146,0.546667,0.0487805,4,3.03718,16.8454,0,0,3927,72,1236,1427,244,415,458,40,35
8185000,0.0607315,0.482407,0.384615,0.0547945,4,3.01032,16.8246,0,0,3974,74,1353,1403,277,414,401,21,31
8190000,0.0636042,0.496937,0.461538,0.0227273,2,2.92996,16.869,0,0,3969,107,1310,1406,246,434,417,23,26
8195000,0.0672143,0.50953,0.445946,0.0493827,4,2.85486,16.7701,0,0,4010,85,1241,1475,239,444,450,35,41
8200000,0.0749625,0.505393,0.519231,0.0689655,6,2.90833,16.8468,0,0,3949,76,1228,1453,266,437,432,29,28
8205000,0.0683099,0.490034,0.426471,0.027027,2,2.89149,16.7221,0,0,3926,107,1331,1381,217,402,419,29,40
8210000,0.0679328,0.491984,0.459016,0.0151515,1,2.87684,16.7426,0,0,3865,94,1254,1387,237,390,443,29,31
8215000,0.061086,0.496314,0.517241,0.025974,2,2.83701,16.7797,0,0,3853,76,1229,1411,265,395,422,29,26
8220000,0.0621212,0.500392,0.418919,0.0212766,2,2.72629,16.8311,0,0,3902,82,1244,1389,230,447,440,29,41
8225000,0.0643064,0.496467,0.5,0.0135135,1,2.77054,16.7932,0,0,3883,94,1309,1370,224,434,392,29,31
8230000,0.0560538,0.493465,0.446154,0.0571429,4,2.89494,16.8842,0,0,3817,86,1276,1367,230,398,395,29,36
8235000,0.0553584,0.493377,0.483871,0.0344828,3,2.8992,16.7926,0,0,3988,99,1348,1376,234,461,406,30,34
8240000,0.0588685,0.50334,0.377049,0.0384615,3,2.90081,16.8806,0,0,3952,92,1239,1428,242,437,452,25,37
8245000,0.0669676,0.502977,0.421053,0.0204082,2,2.82113,16.864,0,0,3919,73,1244,1420,250,449,428,24,31
8250000,0.0535583,0.497288,0.424658,0.0337079,3,2.81795,16.8443,0,0,3944,63,1298,1396,217,466,431,31,42
8255000,0.0663408,0.496599,0.481481,0.0113636,1,2.78557,16.7781,0,0,4020,96,1338,1445,235,428,427,25,26
8260000,0.0545194,0.497217,0.391892,0.0380952,4,2.73808,16.8975,0,0,4028,82,1322,1410,215,475,450,28,46
8265000,0.0600145,0.493915,0.52381,0.025641,2,2.73309,16.93,0,0,3844,72,1300,1354,213,443,401,32,29
8270000,0.0563961,0.486335,0.5,0.0128205,1,2.76896,17.0423,0,0,3969,84,1374,1417,228,403,409,27,27
8275000,0.0622222,0.505306,0.547945,0.0119048,1,2.86132,17.1506,0,0,4031,91,1269,1482,231,430,459,38,31
8280000,0.0633855,0.493957,0.327273,0.0694444,5,2.88345,17.102,0,0,3861,80,1254,1411,236,389,435,20,36
8285000,0.0478261,0.49331,0.457627,0.0309278,3,2.88436,17.086,0,0,4021,85,1327,1425,232,444,448,29,31
8290000,0.0681319,0.497288,0.587302,0.027027,2,2.98068,17.1226,0,0,3933,75,1259,1439,246,410,441,38,25
8295000,0.0726464,0.505814,0.467742,0.0568182,5,2.88897,17.1877,0,0,4017,71,1254,1485,262,444,438,30,33
8300000,0.0616836,0.500639,0.565217,0.0410959,3,2.85836,17.2516,0,0,3982,96,1279,1458,225,409,450,35,30
8305000,0.0615605,0.4932,0.413793,0.0235294,2,2.96309,17.2664,0,0,3956,89,1305,1429,263,405,407,24,34
8310000,0.0622737,0.495178,0.434783,0.0222222,2,2.96108,17.2792,0,0,4008,85,1293,1466,266,399,428,32,39
8315000,0.0731198,0.504909,0.491525,0.0111111,1,2.86019,17.2733,0,0,4127,91,1325,1516,263,448,425,28,31
8320000,0.0479599,0.496465,0.45122,0.0309278,3,2.89057,17.2803,0,0,4039,70,1345,1446,246,449,403,38,42
8325000,0.0594982,0.501016,0.513158,0.0144928,1,2.87531,17.2863,0,0,4010,90,1311,1466,232,416,422,37,36
8330000,0.0650759,0.504112,0.666667,0.0506329,4,2.86307,17.319,0,0,4075,68,1298,1544,275,409,418,43,20
8335000,0.066714,0.498623,0.42623,0.05,4,2.85961,17.2388,0,0,4053,98,1317,1460,233,430,451,28,36
8340000,0.0574018,0.501055,0.402778,0.0361446,3,2.95783,17.208,0,0,3865,80,1257,1394,245,426,392,28,43
8345000,0.0573204,0.491237,0.546875,0.0246914,2,2.95046,17.1575,0,0,4057,101,1375,1436,227,423,429,36,30
8350000,0.0677711,0.504395,0.414286,0.0485437,5,3.05936,17.0761,0,0,3942,89,1235,1462,257,402,426,30,41
8355000,0.0561971,0.508681,0.5,0.0526316,5,3.12509,16.9927,0,0,4101,92,1270,1512,262,446,450,35,34
8360000,0.0560182,0.49728,0.5,0,0,3.19103,16.9875,0,0,3926,94,1248,1400,256,427,440,31,30
8365000,0.0738595,0.504531,0.542857,0.0515464,5,3.17738,16.9827,0,0,4155,86,1270,1524,308,448,447,39,33
8370000,0.0655499,0.490542,0.61194,0.0384615,3,3.08067,17.0151,0,0,3979,70,1283,1463,287,389,422,38,27
8375000,0.0644719,0.490368,0.5625,0.0689655,6,3.13442,17.0652,0,0,4062,70,1353,1468,266,423,416,36,30
8380000,0.0770893,0.501631,0.512195,0.011236,1,3.14363,17.063,0,0,4066,104,1278,1493,275,404,435,39,38
8385000,0.0714286,0.492444,0.5,0.0126582,1,3.18259,17.0788,0,0,3894,80,1259,1380,275,431,416,26,27
8390000,0.0535714,0.501779,0.454545,0.0444444,4,3.24072,17.1176,0,0,4013,77,1237,1440,284,459,439,35,42
8395000,0.0805271,0.510814,0.557143,0.0537634,5,3.30062,17.0692,0,0,4188,92,1247,1539,318,472,448,42,30
8400000,0.0710585,0.507733,0.514706,0.0243902,2,3.29077,17.0719,0,0,4268,94,1263,1601,311,440,491,33,35
8405000,0.0612392,0.486972,0.409836,0.0921053,7,3.16638,17.087,0,0,4021,82,1304,1450,271,393,454,28,39
8410000,0.0574128,0.489158,0.522388,0.0243902,2,3.20548,17.1449,0,0,3942,72,1292,1404,266,419,420,36,33
8415000,0.0583776,0.502554,0.536232,0.0344828,3,3.21742,17.1958,0,0,3983,83,1247,1483,254,402,445,37,32
8420000,0.055088,0.502897,0.366667,0.0744681,7,3.20947,17.0808,0,0,4034,71,1281,1496,274,428,418,27,39
8425000,0.0522117,0.493126,0.5,0,0,3.14078,17.0942,0,0,3992,91,1318,1410,246,437,427,32,31
8430000,0.069697,0.504906,0.5625,0.0340909,3,3.20891,17.0728,0,0,4040,81,1220,1483,290,446,460,33,27
8435000,0.056108,0.492449,0.457143,0.045977,4,3.24294,17.092,0,0,4108,82,1322,1476,285,430,443,32,38
8440000,0.0669516,0.502077,0.407407,0.0909091,8,3.22334,17.1078,0,0,4173,107,1314,1501,287,445,436,36,47
8445000,0.0633903,0.49037,0.492754,0.0107527,1,3.22549,17.0424,0,0,4009,78,1302,1460,269,395,436,35,34
8450000,0.0564808,0.496866,0.486111,0.0568182,5,3.1754,17.1934,0,0,4065,97,1314,1441,261,446,431,35,40
8455000,0.0677587,0.498351,0.455882,0.0375,3,3.1722,17.1979,0,0,4007,76,1243,1464,292,425,440,31,36
8460000,0.0649652,0.509496,0.5,0.0105263,1,3.05768,17.2939,0,0,4005,84,1230,1484,265,443,442,29,28
8465000,0.0684545,0.495849,0.483333,0.0555556,5,3.0582,17.2432,0,0,4038,101,1309,1452,261,419,434,31,31
8470000,0.0656227,0.508837,0.625,0.0375,3,3.0564,17.1849,0,0,4149,81,1266,1544,266,450,471,45,26
8475000,0.079912,0.506811,0.5,0.03,3,3.10273,17.1593,0,0,4030,91,1226,1482,288,436,444,32,31
8480000,0.0592538,0.498607,0.527778,0.0227273,2,3.16795,17.1931,0,0,4019,100,1282,1430,264,440,437,34,32
8485000,0.0754458,0.492415,0.57377,0.0361446,3,3.14013,17.1651,0,0,4082,82,1334,1488,308,409,398,37,26
8490000,0.064121,0.492649,0.606061,0.0888889,8,3.19904,17.1737,0,0,3944,68,1285,1409,262,432,416,42,30
8495000,0.0731511,0.518209,0.535211,0.0843373,7,3.29809,17.1966,0,0,4029,85,1150,1537,308,428,448,39,34
8500000,0.0572065,0.495641,0.478873,0.027027,2,3.32771,17.196,0,0,3970,80,1266,1435,284,416,417,34,38
8505000,0.0584879,0.48907,0.606557,0.0126582,1,3.28775,17.1498,0,0,3993,84,1318,1435,263,406,427,35,25
8510000,0.0702509,0.503747,0.569444,0.0190476,2,3.39097,17.1259,0,0,4210,87,1282,1531,301,467,472,40,30
8515000,0.074386,0.497405,0.514706,0.038961,3,3.45987,17.0659,0,0,4112,100,1297,1507,304,402,435,36,31
8520000,0.0679056,0.500375,0.478873,0.0253165,2,3.46865,17.027,0,0,4067,99,1288,1461,284,438,425,34,38
8525000,0.0664151,0.506663,0.553846,0.0425532,4,3.46759,17.0245,0,0,4119,87,1254,1523,285,443,461,36,30
8530000,0.0581395,0.486025,0.45,0.0487805,4,3.49732,16.9985,0,0,4102,89,1382,1443,287,434,407,26,34
8535000,0.0546559,0.48918,0.661765,0.0434783,5,3.57721,16.869,0,0,4274,100,1417,1467,305,490,424,45,26
8540000,0.0644699,0.490496,0.613333,0.0540541,4,3.5679,16.8346,0,0,4124,95,1301,1478,327,411,433,49,30
8545000,0.0730627,0.499382,0.472973,0.0246914,2,3.56407,16.8264,0,0,4113,88,1247,1503,332,428,443,32,40
8550000,0.0599047,0.474346,0.5,0.0135135,1,3.60054,16.7457,0,0,4043,70,1376,1381,305,437,410,32,32
8555000,0.0622378,0.497493,0.5,0.0194175,2,3.55747,16.6053,0,0,4246,90,1345,1479,313,516,441,31,31
8560000,0.0693069,0.494333,0.536232,0.042735,5,3.56185,16.5332,0,0,4220,89,1332,1503,323,459,442,37,35
8565000,0.0696108,0.506833,0.492063,0.0306122,3,3.48378,16.4477,0,0,4161,88,1242,1530,347,461,430,30,33
8570000,0.0598104,0.499023,0.506329,0.0185185,2,3.47074,16.4784,0,0,4170,79,1301,1486,288,478,463,40,35
8575000,0.0648649,0.506471,0.540984,0.02,2,3.52143,16.538,0,0,4154,90,1232,1505,312,479,476,33,27
8580000,0.0695652,0.497199,0.548387,0.0322581,3,3.5108,16.5679,0,0,4168,77,1262,1503,335,463,466,31,31
8585000,0.0637037,0.503548,0.541667,0.0674157,6,3.5202,16.544,0,0,4158,98,1267,1483,298,474,464,41,33
8590000,0.0791209,0.496509,0.55,0.0722892,6,3.55255,16.4948,0,0,4072,95,1221,1455,314,442,482,34,29
8595000,0.0489914,0.486373,0.448276,0.0131579,1,3.4746,16.5122,0,0,4094,90,1341,1444,273,430,458,25,33
8600000,0.0680473,0.49778,0.530303,0.0520833,5,3.46553,16.4806,0,0,4120,88,1273,1457,322,470,442,37,31
8605000,0.0590327,0.487739,0.561644,0.029703,3,3.41849,16.405,0,0,4153,85,1321,1450,276,456,494,39,32
8610000,0.0650069,0.498934,0.447368,0.0365854,3,3.42857,16.3779,0,0,4298,106,1349,1516,294,483,474,33,43
8615000,0.0578985,0.489246,0.432836,0.0530973,6,3.30962,16.3762,0,0,4118,78,1329,1449,280,452,461,33,36
